url,title,product_desc,image,Boiling Point,CAS,Chemical Name or Material,Color,Molecular Formula,Packaging,Synonym,Grade,Molecular Weight (g/mol),Percent Purity,Quantity,Unit Size,IUPAC Name,InChI Key,SMILES,Appearance (Color),Appearance (Form),Infrared spectrum,Melting point,Titration with NaOH,Form,Assay (Aqueous acid-base Titration),Identification (FTIR),Refractive Index,Assay from Supplier's CofA,Comment,Melting Point,Assay (Silylated GC),Residue after ignition,Chloride (Cl),HPLC,Heavy metals (as Pb),Impurity content,Trace Metal,Melting Point (clear melt),Optical Rotation,Assay (GC),Free base (titration),Carboniz. sub. by hot H2SO4,Beilstein,ChEBI,Water Content (Karl Fischer Titration),Titration Argentometric,Loss on drying,Water,UV,Color scale,Heavy metals (ICP-OES),Titration with KMnO4,Substance darkened by H2SO4,Total Metal Impurities,Chloride content,Iron (Fe),Titration with CHA,Specific optical rotation,Arsenic (As),Sulfate (SO4),Refractive index,Residue after evaporation,K2Cr2O7-reducing substance,Cadmium (Cd),Identification A,Identification B,Residue on ignition,Assay (unspecified),"Dnase,Rnase,Protease activity",Oxalate (C2O4),Acid value,Density,GC,Phosphate (PO4),Sodium (Na),"Sugars, dextrin",Zinc (Zn),Sulfuric acid,Titration with HClO4,Acidity/alkalinity,Name Note,Physical Form,Recommended Storage,KMnO4-reducing substance,Optical Absorbance at,Insoluble matter,Acid-base back titration,Dilution test,Sulfite (SO3),Enantiomeric excess,Titration excess NaOH,Reducing sugars,Assay,Titration with HCl,Aluminium (Al),Heavy Metals (as Pb),Sulfated ash,Assay (Titration),Concentration,EINECS Number,Potassium (K),Calcium (Ca),Magnesium (Mg),Assay from Suppliers CofA,Clarity of solution,Strength,Ash,pH,Sugars,Acids,Impurity,Moisture holding capacity,Trace Metals,Sulfur compounds (as SO4),DOT Information,Assay (Non-aqueous acid-base Titration),Assay (Argentometric Titration),Clarity,Residual water,Ammonium (NH4),Proton NMR,Loss on Drying,Assay (HPLC),Transition Temperature,Elemental Analysis,Fumaric and maleic acid,Identification,Fluoride (F),lambda-max (UV-Vis),Insoluble material
https://www.thermofisher.com/order/catalog/product/A14062.30?SID=srch-srp-A14062.30,"Benzoic acid, 99%","Benzoic acid is an important precursor for the preparation of many other organic substances viz. benzoyl chloride, benylbenzoate, phenol, sodium benzoate, benzyl alcohol as well as benzoate plasticizers such as glycol-, diethhyleneglycol- and triethyleneglycol esters.  Benzoic acid and its salts are used as food preservatives. It is involved in rubber polymerization as an activator and a retardant.  It is the main component of benzoin resin and is a constituent of Whitfield’s ointment, which is used for the treatment of fungal skin diseases such as tinea, ringworm and athlete’s foot. It is widely used in cosmetics, dyes, plastics and insect repellents.  ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-65-85-0.jpg-650.jpg,,87-69-4,,,C4H6O6,,,,,,,,"2,3-dihydroxybutanedioic acid",FEWJPZIEWOKRBE-UHFFFAOYNA-N,OC(C(O)C(O)=O)C(O)=O,White,,,,,Powder,≥98.5 to ≤101.5%,Conforms,,,,,,,,,,,,120.0-126.0?C,-118° to -125° (c=1 in chloroform) (non-U.S. specification),,,,,,,,,,,,,,,,,=<5 ppm,,,,,,,,,,,,,,,,,,=<10 ppm,,,,,,,,,,,,=<0.005 %,,,,,,,,,,,,,,,,,,≥98.5% (HPLC: U.S. specification),,,,,,,,,,=<0.002 %,,≥98.5 to ≤101.5% (non-U.S. specification),,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/L03506.03?SID=srch-srp-L03506.03,"Reserpine, 99%, Thermo Scientific Chemicals","Inhibits vesicular uptake of catecholamines and serotoninReserpine is an antipsychotic and antihypertensive drug used to treat the hypertension, strokes, heart attacks and kidney problems. It is used to treat the symptoms of dyskinesia in patients who are affected by huntington’s disease. It is widely used as a reference material in the mass spectroscopy technique and also used as a sedative for horses. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-50-55-5.jpg-650.jpg,,87-69-4,,,C4H6O6,,,,,,,,"2,3-dihydroxybutanedioic acid",FEWJPZIEWOKRBE-UHFFFAOYNA-N,OC(C(O)C(O)=O)C(O)=O,White,,,,,Powder,≥98.5 to ≤101.5%,Conforms,,,,,,,,,,,,120.0-126.0?C,-118° to -125° (c=1 in chloroform) (non-U.S. specification),,,,,,,,,,,,,,,,,=<5 ppm,,,,,,,,,,,,,,,,,,=<10 ppm,,,,,,,,,,,,=<0.005 %,,,,,,,,,,,,,,,,,,≥98.5% (HPLC: U.S. specification),,,,,,,,,,=<0.002 %,,≥98.5 to ≤101.5% (non-U.S. specification),,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/420005000?SID=srch-srp-420005000,"L(+)-Tartaric acid, ACS reagent",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-87-69-4.jpg-650.jpg,,87-69-4,,,C4H6O6,,,,,,,,"2,3-dihydroxybutanedioic acid",FEWJPZIEWOKRBE-UHFFFAOYNA-N,OC(C(O)C(O)=O)C(O)=O,White,,,,,Powder,≥98.5 to ≤101.5%,Conforms,,,,,,,,,,,,120.0-126.0?C,-118° to -125° (c=1 in chloroform) (non-U.S. specification),,,,,,,,,,,,,,,,,=<5 ppm,,,,,,,,,,,,,,,,,,=<10 ppm,,,,,,,,,,,,=<0.005 %,,,,,,,,,,,,,,,,,,≥98.5% (HPLC: U.S. specification),,,,,,,,,,=<0.002 %,,≥98.5 to ≤101.5% (non-U.S. specification),,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A12511.36?SID=srch-srp-A12511.36,"Glycolic acid, 98%",This Thermo Scientific Chemicals brand product was originally part of the Alfa Aesar product portfolio. Some documentation and label information may refer to the legacy brand. The original Alfa Aesar product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-79-14-1.jpg-650.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/423565000?SID=srch-srp-423565000,"Citric acid, ≥99.5%, ACS reagent, anhydrous",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-77-92-9.jpg-650.jpg,,77-92-9,,,C6H8O7,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,,Crystalline powder,Conforms,,>=99.5 %,,,,,,,,,,=<10 ppm,,,,,,,,,"(tartrates, etc) Passes test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/124040250?SID=srch-srp-124040250,"Acetic acid, 99.5%, pure",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-64-19-7.jpg-650.jpg,,110-15-6,,,C4H6O4,,,,,,,,butanedioic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,White,Crystalline powder,Conforms,185.0°C to 191.0°C,>=99.4 %,,,,,,,,,,=<0.001 %,,,,,,,,,,,,,,,,,=<10 APHA,,,,,,,,,,=<0.003 %,"1.3700 to 1.3730 (20°C, 589 nm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/219552500?SID=srch-srp-219552500,"Succinic acid, ACS reagent",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-110-15-6.jpg-650.jpg,,110-15-6,,,C4H6O4,,,,,,,,butanedioic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,White,Crystalline powder,Conforms,185.0°C to 191.0°C,>=99.4 %,,,,,,,,,,=<0.001 %,,,,,,,,,,,,,,,,,=<10 APHA,,,,,,,,,,=<0.003 %,"1.3700 to 1.3730 (20°C, 589 nm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/022156.A1?SID=srch-srp-022156.A1,"Trichloroacetic acid, ACS, 99% min","Protein precipitation reagentTrichloroacetic acid is used as a precipitating agent in biochemistry for precipitation of proteins, DNA and RNA. It is an active ingredient used in cosmetic treatments like chemical peels, tattoo removal and the treatment of warts including genital warts. It is also used to determine protein concentration and as a decalcifier and fixative in microscopy.    ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-76-03-9.jpg-650.jpg,,76-03-9,,,C2HCl3O2,,,,,,,,trichloroacetic acid,YNJBWRMUSHSURL-UHFFFAOYSA-N,OC(=O)C(Cl)(Cl)Cl,Colorless to white,Crystalline powder,Conforms,185.0°C to 191.0°C,>=99.4 %,Solid,,,,,,,,,=<0.001 %,,,,,,,,,,,,,,,,,=<10 APHA,,,,,,,,,,=<0.003 %,"1.3700 to 1.3730 (20°C, 589 nm)",,,,,,≤0.03%,≥99.0% (CCl₃COOH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of solution:  Passes test,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/124912500?SID=srch-srp-124912500,"Citric acid monohydrate, 99.5%, for analysis",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-5949-29-1.jpg-650.jpg,,5949-29-1,,,C6H10O8,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid hydrate",YASYEJJMZJALEJ-UHFFFAOYSA-N,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,,,,,99.4 to 101.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/220345000?SID=srch-srp-220345000,"Citric acid, 99.5%, for analysis, anhydrous",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-77-92-9.jpg-650.jpg,,77-92-9,,,C6H8O7,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,,,Conforms,,99.4 to 101.0 %,,,,,,,,,,=<10 ppm,,,,,,,,,,,,,,,,,,,,Passes test,,,=<5 ppm,,,,=<100 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/031771.A4?SID=srch-srp-031771.A4,"Trifluoroacetic acid, 99.5+%","The combination of properties like solubility in most of the solvents, volatility, catalytic property and strong acidity with non-oxidizing nature makes it a widely used reagent in an organic synthesis.  Trifluoroacetic acid is an important building block in the synthesis of pharmaceuticals, agrochemicals and ceramic compounds.  It is a precursor to many fluorinated compounds, and widely used in peptide synthesis and other organic transformations involving deprotection of t-BOC group.  It finds use as an ion pairing agent in liquid chromatography, as a solvent in NMR spectroscopy and as a calibrant in mass spectrometry.  ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-76-05-1.jpg-650.jpg,,6153-56-6,,,C2H6O6,,,,,,,,oxalic acid dihydrate,GEVPUGOOGXGPIO-UHFFFAOYSA-N,O.O.OC(=O)C(O)=O,Clear colorless,,Conforms,121°C to 123°C,>=99.5 %,Liquid,,,,,,,,,,,,SO₄ 0.005%,,,,,,,,,,,,,,,,,,,≤0.001% (≤10 ppm),=<4 ppm,,,,,,,,,,,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=<0.01 %,,,,,,,≥99.5% (Titration),,,,,,,,,,,,,,,≤0.1%,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/033262.A7?SID=srch-srp-033262.A7,"Oxalic acid dihydrate, ACS, 99.5-102.5%","As an analytical reagent, in dye and paint industries, in polymers, in metal treatment, in cleaning and textile finishing and as a reagent for dehydration and condensation Oxalic acid dihydrate acts as an analytical reagent, as a reducing agent for photographic films and as mordant in the dyeing process. It is used as a plating agent, a surface treating agent, a grinding agent, a precipitating agent in rare-earth mineral processing, a bleaching agent in textile and a purifying agent in the pharmaceutical industry. It plays an important role in antibiotic medication like oxytetracycline and chloramphenicol. It finds application in water treatment plants to remove calcium waste water. It is also used as a buffer in chromatographic separation as well as bleach for wood, removing black stains caused by water penetration. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-6153-56-6.jpg-650.jpg,,6153-56-6,,,C2H6O6,,,,,,,,oxalic acid dihydrate,GEVPUGOOGXGPIO-UHFFFAOYSA-N,O.O.OC(=O)C(O)=O,Clear colorless,,Conforms,121°C to 123°C,>=99.5 %,Liquid,,,,,,,,,,,,SO₄ 0.005%,,,,,,,,,,,,,,,,,,,≤0.001% (≤10 ppm),=<4 ppm,,,,,,,,,,,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=<0.01 %,,,,,,,≥99.5% (Titration),,,,,,,,,,,,,,,≤0.1%,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/221802500?SID=srch-srp-221802500,"Benzoic acid, 99.5%, for analysis",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-65-85-0.jpg-650.jpg,,6153-56-6,,,C2H6O6,,,,,,,,oxalic acid dihydrate,GEVPUGOOGXGPIO-UHFFFAOYSA-N,O.O.OC(=O)C(O)=O,Clear colorless,,Conforms,121°C to 123°C,>=99.5 %,Liquid,,,,,,,,,,,,SO₄ 0.005%,,,,,,,,,,,,,,,,,,,≤0.001% (≤10 ppm),=<4 ppm,,,,,,,,,,,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=<0.01 %,,,,,,,≥99.5% (Titration),,,,,,,,,,,,,,,≤0.1%,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/419225000?SID=srch-srp-419225000,"Salicylic acid, 99+%, ACS reagent",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-69-72-7.jpg-650.jpg,,69-72-7,,,C7H6O3,,,,,,,,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1O,,,,158.0°C to 161.0°C,,,,,,,,,,=<0.01 %,=<10 ppm,>=99.0 %,=<5 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A13702.36?SID=srch-srp-A13702.36,"L-(-)-Malic acid, 97%",L-(-)-Malic acid is used as Selective α-amino protecting reagent for amino acid derivatives. Versatile synthon for the preparation of chiral compounds including κ-opioid rece. It also acts as active ingredient in many sour or tart foods. It is used as synthesizing disincrustant and fluorescent whitening agent. It aids in the production of polyester and alcohol acid resins. ,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-97-67-6.jpg-650.jpg,,6192-52-5,,,C7H10O4S,,,,,,,,4-methylbenzene-1-sulfonic acid hydrate,KJIFKLIQANRMOU-UHFFFAOYSA-N,O.CC1=CC=C(C=C1)S(O)(=O)=O,White to pale cream,,,158.0°C to 161.0°C,,Crystals or adhering crystals,≥96.0 to ≤104.0%,,,,Para content of anhydrous toluenesulfonic acid: ≥99.0%,,≥96.0%,=<0.01 %,=<10 ppm,>=99.0 %,=<5 ppm,Sulfuric acid: ≤0.3%,"Iron, Fe: ≤5 ppm (≤0.0005%)",,-27 ? 2? (c=5.5 in pyridine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/036506.36?SID=srch-srp-036506.36,"p-Toluenesulfonic acid monohydrate, 97%","p-Toluenesulfonic acid monohydrate is used as a catalyst in the synthesis of resveratrol, in oxane derivatives as an antimalarial agent, as substituted piperidine and unsymmetrical benzyl. It acts as a catalyst in the preparation of 1,3,5-trisubstituted pyrazoles derivatives, selenated ketene dithioacetals, triazoloquinazolinone and benzimidazoquinazolinone derivatives. It also serves as an intermediate in the esterification and in reductive amination reactions. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-6192-52-5.jpg-650.jpg,,6192-52-5,,,C7H10O4S,,,,,,,,4-methylbenzene-1-sulfonic acid hydrate,KJIFKLIQANRMOU-UHFFFAOYSA-N,O.CC1=CC=C(C=C1)S(O)(=O)=O,White to pale cream,,,158.0°C to 161.0°C,,Crystals or adhering crystals,≥96.0 to ≤104.0%,,,,Para content of anhydrous toluenesulfonic acid: ≥99.0%,,≥96.0%,=<0.01 %,=<10 ppm,>=99.0 %,=<5 ppm,Sulfuric acid: ≤0.3%,"Iron, Fe: ≤5 ppm (≤0.0005%)",,-27 ? 2? (c=5.5 in pyridine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/036289.K3?SID=srch-srp-036289.K3,"Acetic acid, glacial, ACS, 99.7+%","It is used in the production of cellulose acetate for photographic film, polyvinyl acetate for wood glue, synthetic fibers and fabrics. It is used as table vinegar, as preservative and as intermediate in the chemical industry. It is useful for the extraction of glazed ceramic. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-64-19-7.jpg-650.jpg,,124-04-9,,,C6H10O4,,,,,,,,hexanedioic acid,WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O,,,,,,Crystals or powder or crystalline powder,,Conforms (U.K. specification),,,Purchased in U.K. and U.S.,,≥98.5% (U.K. specification),,,,,(CH₃CO)₂O 0.01% Max,,151-154°C (U.K. specification),,≥99.7%,0.0004meq/g Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A13705.0I?SID=srch-srp-A13705.0I,"Adipic acid, 99%","Adipic acid is a monomer used in the production of nylon 66 by polycondenation reaction with hexamethylene diamine. It is also used as a food ingredient and its esters are plasticizers especially in poly vinyl chloride. Further, it reacts with barium hydroxide and undergoes ketonization reaction to get cyclopentanone. In addition to this, it finds application in polyurethane foams, lubricants, adhesives, baking powder, gelling aid and in food flavoring. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-124-04-9.jpg-650.jpg,,124-04-9,,,C6H10O4,,,,,,,,hexanedioic acid,WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O,,,,,,Crystals or powder or crystalline powder,,Conforms (U.K. specification),,,Purchased in U.K. and U.S.,,≥98.5% (U.K. specification),,,,,(CH₃CO)₂O 0.01% Max,,151-154°C (U.K. specification),,≥99.7%,0.0004meq/g Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/L14980.AP?SID=srch-srp-L14980.AP,"Glycolic acid, ca 66-70% aq. soln.",Glycolic acid is used to evaluate the efficacy of glycolic peels treatment for all types of acne. It is also used in the fine synthesis of medicine and as a raw material of cosmetics and organic synthesis. ,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-79-14-1.jpg-650.jpg,,79-14-1,,,C2H4O3,,,,,,,,2-hydroxyacetic acid,AEMRFAOFKBGASW-UHFFFAOYSA-N,OCC(O)=O,Clear colorless to yellow,,,,,Liquid,64-72% w/w,,1.4090-1.4130 @ 20?C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A16503.22?SID=srch-srp-A16503.22,"(+)-Dibenzoyl-D-tartaric acid monohydrate, 99%",(+)-Dibenzoyl-D-tartaric acid monohydrate is used as a chiral separation and racemization agent for amines.  It is also used as a pharmaceutical raw material. ,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-80822-15-7.jpg-650.jpg,286°C (100mmHg),123-99-9,Azelaic acid,,C4H6O4S,,,,,,,,2-[(carboxymethyl)sulfanyl]acetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,OC(=O)CSCC(O)=O,White to grey,Crystalline powder,Conforms,128°C to 131°C,>=97.5 %,Liquid,≥98.5 to ≤101.5%,,1.4090-1.4130 @ 20?C,,,,,,=<10 ppm,,,,,86.0-92.0?C,109.5 ± 0.1? (c=2 in EtOH),,,"(tartrates, etc) Passes test",1101094,CHEBI:48131,2.45-7.01% (0.5-1.5 waters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/423560100?SID=srch-srp-423560100,"Citric acid, ≥99.5%, ACS reagent, anhydrous",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-77-92-9.jpg-650.jpg,286°C (100mmHg),123-99-9,Azelaic acid,,C4H6O4S,,,,,,,,2-[(carboxymethyl)sulfanyl]acetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,OC(=O)CSCC(O)=O,White to grey,Crystalline powder,Conforms,128°C to 131°C,>=97.5 %,Liquid,≥98.5 to ≤101.5%,,1.4090-1.4130 @ 20?C,,,,,,=<10 ppm,,,,,86.0-92.0?C,109.5 ± 0.1? (c=2 in EtOH),,,"(tartrates, etc) Passes test",1101094,CHEBI:48131,2.45-7.01% (0.5-1.5 waters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/138741000?SID=srch-srp-138741000,"Thiodiglycolic acid, 98%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-123-93-3.jpg-650.jpg,286°C (100mmHg),123-99-9,Azelaic acid,,C4H6O4S,,,,,,,,2-[(carboxymethyl)sulfanyl]acetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,OC(=O)CSCC(O)=O,White to grey,Crystalline powder,Conforms,128°C to 131°C,>=97.5 %,Liquid,≥98.5 to ≤101.5%,,1.4090-1.4130 @ 20?C,,,,,,=<10 ppm,,,,,86.0-92.0?C,109.5 ± 0.1? (c=2 in EtOH),,,"(tartrates, etc) Passes test",1101094,CHEBI:48131,2.45-7.01% (0.5-1.5 waters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/042587.36?SID=srch-srp-042587.36,"Azelaic acid, 96%",Azelaic acid acts as an anti-inflammatory compound. It is also exhibits anti acne activity. It up regulates expression of ant oxidative enzymes. Azelaic acid also inhibits proliferation of melanocytes. ,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-123-99-9.jpg-650.jpg,286°C (100mmHg),123-99-9,Azelaic acid,,C4H6O4S,,,,,,,,2-[(carboxymethyl)sulfanyl]acetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,OC(=O)CSCC(O)=O,White to grey,Crystalline powder,Conforms,128°C to 131°C,>=97.5 %,Liquid,≥98.5 to ≤101.5%,,1.4090-1.4130 @ 20?C,,,,,,=<10 ppm,,,,,86.0-92.0?C,109.5 ± 0.1? (c=2 in EtOH),,,"(tartrates, etc) Passes test",1101094,CHEBI:48131,2.45-7.01% (0.5-1.5 waters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
